Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
215170,10219174,HY390071,8/20/2015 10:30,029XX W FIFTH AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1124,11,2,27,18,1156694,1899504,2015,5/12/2016 15:48,41.88001609,-87.70010088,"(41.880016088, -87.700100876)"
215930,10220005,HY391881,8/21/2015 14:26,012XX S CANAL ST,2025,NARCOTICS,POSS: HALLUCINOGENS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,124,1,2,28,18,1173315,1894646,2015,5/12/2016 15:48,41.86633267,-87.6392152,"(41.866332671, -87.639215203)"
216406,10220411,HY389888,8/20/2015 8:40,027XX W LAKE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1222,12,27,27,18,1157938,1901069,2015,5/12/2016 15:48,41.88428532,-87.69549034,"(41.884285318, -87.69549034)"
216450,10220449,HY389939,8/20/2015 9:25,004XX N HARDING AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,TRUE,FALSE,1122,11,27,23,18,1149977,1902745,2015,5/12/2016 15:48,41.88904309,-87.72468063,"(41.889043093, -87.724680629)"
216472,10220455,HY125030,1/22/2015 18:21,083XX S PAXTON AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,412,4,8,46,18,1192297,1850172,2015,5/12/2016 15:48,41.74385113,-87.57098005,"(41.743851132, -87.570980047)"
216560,10220576,HY390422,8/20/2015 15:46,031XX W LEXINGTON ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1134,11,24,27,18,1155629,1896533,2015,5/12/2016 15:48,41.87188486,-87.70409142,"(41.871884857, -87.704091417)"
216712,10223408,HY198998,3/26/2015 11:25,011XX S CENTRAL PARK AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1133,11,24,29,18,1152552,1894686,2015,5/12/2016 15:48,41.86687783,-87.71543722,"(41.866877826, -87.715437223)"
216821,10228811,HY233445,4/23/2015 16:49,072XX S PHILLIPS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,334,3,7,43,18,1193762,1857383,2015,5/12/2016 15:48,41.76360295,-87.56537642,"(41.763602949, -87.565376421)"
216886,10228833,HY241695,4/30/2015 6:00,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,1154228,1895173,2015,5/12/2016 15:48,41.86818094,-87.70927139,"(41.868180939, -87.709271389)"
217061,10228909,HY191100,3/19/2015 20:05,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,TRUE,FALSE,1651,16,41,76,18,1100658,1934241,2015,5/12/2016 15:48,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
217408,10228924,HY198913,3/26/2015 9:45,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,TRUE,FALSE,1651,16,41,76,18,1100658,1934241,2015,5/12/2016 15:48,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
217430,10228948,HY241708,4/30/2015 11:30,001XX W OHIO ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOTEL/MOTEL,TRUE,FALSE,1831,18,42,8,18,1175195,1904167,2015,5/12/2016 15:48,41.89241695,-87.63202801,"(41.892416949, -87.632028008)"
217671,10228971,HY241862,4/30/2015 15:04,055XX W ALTGELD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,2515,25,30,19,18,1138815,1916069,2015,5/12/2016 15:48,41.92581566,-87.76534842,"(41.925815662, -87.765348424)"
217692,10228977,HY242864,5/1/2015 11:29,070XX S MAY ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,733,7,17,68,18,1169867,1858174,2015,5/12/2016 15:48,41.76632558,-87.65293321,"(41.766325582, -87.652933212)"
217824,10228989,HY241600,4/30/2015 11:17,008XX N ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VACANT LOT/LAND,TRUE,FALSE,1121,11,27,23,18,1152893,1905414,2015,5/12/2016 15:48,41.89630984,-87.7139011,"(41.896309837, -87.713901099)"
217912,10229493,HY217406,4/10/2015 15:56,061XX S JUSTINE ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,713,7,15,67,18,1167059,1864042,2015,5/12/2016 15:48,41.78248862,-87.66305794,"(41.78248862, -87.663057935)"
218173,10230200,HY217221,4/10/2015 18:30,034XX W LAKE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VACANT LOT/LAND,TRUE,FALSE,1123,11,28,27,18,1153447,1901182,2015,5/12/2016 15:48,41.88468582,-87.71197891,"(41.884685815, -87.711978907)"
218456,10230414,HY208097,4/2/2015 17:42,041XX W WILCOX ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1115,11,28,26,18,1148739,1899012,2015,5/12/2016 15:48,41.87882333,-87.72932358,"(41.878823333, -87.72932358)"
218586,10230429,HY208009,4/2/2015 17:12,040XX W VAN BUREN ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1132,11,24,26,18,1149559,1897718,2015,5/12/2016 15:48,41.87525658,-87.72634627,"(41.875256576, -87.726346274)"
218608,10230436,HY201482,3/28/2015 11:30,013XX S INDEPENDENCE BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1011,10,24,29,18,1151466,1893604,2015,5/12/2016 15:48,41.86393007,-87.7194525,"(41.863930074, -87.719452496)"
218652,10230446,HY237099,4/26/2015 20:00,068XX S PAULINA ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,725,7,17,67,18,1166189,1859376,2015,5/12/2016 15:48,41.76970308,-87.66638028,"(41.769703078, -87.666380284)"
218738,10230485,HY222355,4/14/2015 21:05,043XX W VAN BUREN ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,1131,11,24,26,18,1147578,1897671,2015,5/12/2016 15:48,41.87516582,-87.73362099,"(41.875165815, -87.733620994)"
218868,10230489,HY218493,4/11/2015 20:41,040XX W FIFTH AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1132,11,24,26,18,1149561,1896797,2015,5/12/2016 15:48,41.87272921,-87.72636284,"(41.872729207, -87.726362843)"
218912,10230493,HY219154,4/12/2015 13:01,035XX W LEXINGTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1133,11,24,27,18,1152920,1896474,2015,5/12/2016 15:48,41.87177702,-87.71403889,"(41.871777019, -87.714038886)"
219000,10230498,HY219564,4/12/2015 19:10,042XX W ADAMS ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1115,11,28,26,18,1148218,1898675,2015,5/12/2016 15:48,41.87790861,-87.73124529,"(41.877908612, -87.73124529)"
219022,10230511,HY222113,4/14/2015 18:02,002XX N KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1114,11,28,26,18,1149028,1900850,2015,5/12/2016 15:48,41.88386143,-87.72821483,"(41.883861425, -87.728214833)"
220156,10231348,HY324723,7/2/2015 11:05,025XX W MARQUETTE RD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,TRUE,FALSE,832,8,15,66,18,1160388,1860136,2015,5/12/2016 15:48,41.7719101,-87.68762339,"(41.771910102, -87.687623385)"
220222,10234163,HY201000,3/27/2015 21:21,017XX W 85TH ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,614,6,18,71,18,1166408,1848334,2015,5/12/2016 15:48,41.73939763,-87.66589153,"(41.739397628, -87.665891529)"
220331,10234300,HY208239,4/2/2015 18:38,011XX S AUSTIN BLVD,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,1513,15,29,25,18,1136556,1894444,2015,5/12/2016 15:48,41.86651468,-87.77416714,"(41.866514676, -87.774167138)"
220397,10234312,HY209698,4/3/2015 20:32,079XX S JUSTINE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,612,6,21,71,18,1167387,1851972,2015,5/12/2016 15:48,41.74935993,-87.66220067,"(41.749359926, -87.662200672)"
220678,10234325,HY217318,4/10/2015 18:48,049XX W MAYPOLE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE,FALSE,1532,15,28,25,18,1143243,1901005,2015,5/12/2016 15:48,41.88439674,-87.74945428,"(41.884396735, -87.749454281)"
220831,10234346,HY217377,4/10/2015 18:09,063XX S HONORE ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,726,7,15,67,18,1165099,1862679,2015,5/12/2016 15:48,41.77879007,-87.67028241,"(41.778790073, -87.670282407)"
220940,10234360,HY219677,4/12/2015 20:24,063XX S HONORE ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,726,7,15,67,18,1165101,1862626,2015,5/12/2016 15:48,41.77864459,-87.67027657,"(41.778644591, -87.670276573)"
221201,10234376,HY222049,4/14/2015 17:40,044XX W MONROE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1113,11,28,26,18,1146849,1899295,2015,5/12/2016 15:48,41.87963621,-87.73625614,"(41.879636208, -87.736256136)"
221289,10234389,HY222350,4/14/2015 19:27,008XX S KARLOV AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,1132,11,24,26,18,1149180,1896008,2015,5/12/2016 15:48,41.87057148,-87.72778212,"(41.870571484, -87.727782117)"
221509,10234395,HY223101,4/15/2015 11:30,048XX W GRAND AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,2533,25,37,25,18,1143973,1911841,2015,5/12/2016 15:48,41.91411828,-87.74650141,"(41.914118277, -87.746501414)"
221596,10234402,HY223202,4/15/2015 14:50,013XX W 72ND PL,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,734,7,17,67,18,1168510,1856685,2015,5/12/2016 15:48,41.76226892,-87.65794997,"(41.762268921, -87.657949967)"
221751,10234421,HY223204,4/15/2015 15:21,012XX W 71ST PL,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,734,7,17,67,18,1169058,1857364,2015,5/12/2016 15:48,41.76412036,-87.65592187,"(41.76412036, -87.655921874)"
221925,10234432,HY223542,4/15/2015 20:42,0000X S SPRINGFIELD AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1122,11,28,26,18,1150398,1899604,2015,5/12/2016 15:48,41.88041565,-87.72321655,"(41.880415646, -87.723216549)"
222034,10234697,HY224266,4/16/2015 13:10,028XX W DIVISION ST,2024,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,TRUE,FALSE,1423,14,26,24,18,1157400,1907857,2015,5/12/2016 15:48,41.90292316,-87.69728116,"(41.902923157, -87.697281163)"
222603,10234802,HY225349,4/17/2015 10:44,046XX N BROADWAY,2018,NARCOTICS,MANU/DELIVER:SYNTHETIC DRUGS,SIDEWALK,TRUE,FALSE,1914,19,46,3,18,1167947,1930934,2015,5/12/2016 15:48,41.96602645,-87.65787231,"(41.96602645, -87.657872309)"
222625,10234826,HY225404,4/17/2015 11:26,013XX S MILLARD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE,FALSE,1011,10,24,29,18,1152254,1893538,2015,5/12/2016 15:48,41.86373346,-87.7165615,"(41.863733464, -87.716561504)"
223014,10234911,HY225562,4/17/2015 12:09,078XX S LAFLIN ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,612,6,17,71,18,1167477,1852706,2015,5/12/2016 15:48,41.7513722,-87.66184989,"(41.751372197, -87.661849885)"
223840,10234935,HY225876,4/17/2015 16:58,040XX W VAN BUREN ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1132,11,24,26,18,1149518,1897717,2015,5/12/2016 15:48,41.87525463,-87.72649684,"(41.875254627, -87.726496837)"
224080,10234985,HY226072,4/17/2015 18:18,016XX W 59TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,714,7,15,67,18,1166640,1865589,2015,5/12/2016 15:48,41.78674273,-87.66455,"(41.786742732, -87.664549996)"
224445,10234997,HY226925,4/18/2015 12:50,063XX S ASHLAND AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,725,7,16,67,18,1166756,1862739,2015,5/12/2016 15:48,41.7789195,-87.664206,"(41.778919499, -87.664205995)"
224704,10235815,HY227302,4/18/2015 19:20,071XX S ASHLAND AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,735,7,17,67,18,1166912,1857541,2015,5/12/2016 15:48,41.76465218,-87.66378244,"(41.76465218, -87.663782441)"
224857,10235896,HY228395,4/19/2015 18:15,070XX S ADA ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,734,7,17,67,18,1168545,1858042,2015,5/12/2016 15:48,41.76599195,-87.65778263,"(41.765991951, -87.657782626)"
224923,10235921,HY228413,4/19/2015 18:20,054XX S LOOMIS BLVD,2021,NARCOTICS,POSS: BARBITUATES,STREET,TRUE,FALSE,934,9,16,61,18,1167928,1868467,2015,5/12/2016 15:48,41.79461272,-87.65974483,"(41.794612717, -87.659744826)"
225010,10235935,HY235534,4/25/2015 13:31,066XX S UNION AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,723,7,6,68,18,1172651,1860911,2015,5/12/2016 15:48,41.77377535,-87.64264829,"(41.773775349, -87.642648291)"
225184,10235945,HY231122,4/21/2015 20:43,100XX S MAY ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,2232,22,34,73,18,1170426,1838183,2015,5/12/2016 15:48,41.71145535,-87.65146484,"(41.711455354, -87.651464841)"
225337,10235954,HY231745,4/22/2015 13:55,066XX S UNION AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,723,7,6,68,18,1172651,1860911,2015,5/12/2016 15:48,41.77377535,-87.64264829,"(41.773775349, -87.642648291)"
225359,10235962,HY232715,4/23/2015 10:50,007XX N ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1152915,1904667,2015,5/12/2016 15:48,41.89425956,-87.71384011,"(41.89425956, -87.713840107)"
225381,10235983,HY233519,4/23/2015 16:31,049XX N TALMAN AVE,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,TRUE,FALSE,2031,20,40,4,18,1157804,1932792,2015,5/12/2016 15:48,41.97133827,-87.69511533,"(41.971338265, -87.695115325)"
225489,10236012,HY233904,4/22/2015 20:30,070XX W 63RD ST,2032,NARCOTICS,MANU/DELIVER: METHAMPHETAMINES,RESIDENCE,TRUE,FALSE,812,8,23,64,18,1130461,1861922,2015,5/12/2016 15:48,41.77737544,-87.79728783,"(41.777375439, -87.797287826)"
225511,10236019,HY234074,4/24/2015 11:17,015XX S RIDGEWAY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE,FALSE,1014,10,24,29,18,1151629,1892141,2015,5/12/2016 15:48,41.85991223,-87.71889256,"(41.859912232, -87.718892563)"
225533,10236078,HY199665,3/26/2015 18:56,057XX S THROOP ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,713,7,16,67,18,1168637,1866771,2015,5/12/2016 15:48,41.78994342,-87.65719385,"(41.789943421, -87.657193851)"
225900,10236112,HY200393,3/27/2015 13:07,029XX N SPRINGFIELD AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,TRUE,FALSE,2523,25,30,21,18,1149881,1919237,2015,5/12/2016 15:48,41.93430059,-87.72460334,"(41.934300586, -87.724603337)"
226032,10236265,HY240587,4/29/2015 11:50,006XX N RIDGEWAY AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1122,11,27,23,18,1151276,1903907,2015,5/12/2016 15:48,41.89220636,-87.71987965,"(41.892206358, -87.719879646)"
226054,10236331,HY242277,4/30/2015 18:44,049XX W NELSON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,2521,25,31,19,18,1142818,1919824,2015,5/12/2016 15:48,41.93604605,-87.75054541,"(41.936046051, -87.75054541)"
226076,10236381,HY242843,5/1/2015 11:40,031XX W VAN BUREN ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARK PROPERTY,TRUE,FALSE,1124,11,28,27,18,1155538,1897993,2015,5/12/2016 15:48,41.87589308,-87.70438624,"(41.875893078, -87.704386239)"
226423,10236469,HY243998,5/2/2015 9:45,012XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1011,10,24,29,18,1149910,1894203,2015,5/12/2016 15:48,41.86560419,-87.72514897,"(41.865604191, -87.72514897)"
226532,10236488,HY244534,5/2/2015 17:40,055XX S THROOP ST,2015,NARCOTICS,MANU/DELIVER: HALLUCINOGEN,STREET,TRUE,FALSE,713,7,16,67,18,1168607,1867906,2015,5/12/2016 15:48,41.79305864,-87.65727113,"(41.793058641, -87.657271125)"
226684,10510250,HZ251815,5/5/2016 2:16,040XX W ARTHINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1132,11,24,26,14,1149544,1895806,2016,5/12/2016 15:50,41.87001012,-87.72645098,"(41.870010119, -87.726450983)"
226795,10236508,HY249690,5/6/2015 16:18,079XX S MUSKEGON AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,422,4,7,46,18,1196548,1852943,2015,5/12/2016 15:48,41.75135057,-87.55531254,"(41.751350565, -87.555312536)"
226926,10510251,HZ251804,5/5/2016 0:55,006XX S CLARK ST,860,THEFT,RETAIL THEFT,OTHER,FALSE,FALSE,123,1,2,32,6,1175622,1897488,2016,5/12/2016 15:50,41.8740798,-87.63066067,"(41.874079802, -87.630660674)"
227251,10237549,HY251902,5/8/2015 10:38,067XX S MORGAN ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,724,7,17,68,18,1170806,1860129,2015,5/12/2016 15:48,41.77166991,-87.64943446,"(41.771669908, -87.649434458)"
227273,10237579,HY252508,5/8/2015 18:36,068XX S LOOMIS BLVD,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,RESTAURANT,TRUE,FALSE,724,7,17,67,18,1168179,1859299,2015,5/12/2016 15:48,41.7694492,-87.65908803,"(41.769449202, -87.659088027)"
227317,10237609,HY252532,5/8/2015 18:45,066XX S HALSTED ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,723,7,6,68,18,1172117,1860649,2015,5/12/2016 15:48,41.77306814,-87.64461351,"(41.773068142, -87.644613509)"
227339,10237632,HY253934,5/9/2015 20:48,068XX S ASHLAND AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,725,7,17,67,18,1166850,1859459,2015,5/12/2016 15:48,41.76991675,-87.66395498,"(41.769916749, -87.663954978)"
227446,10237668,HY255729,5/11/2015 11:18,041XX S VINCENNES AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,214,2,3,38,18,1180456,1877725,2015,5/12/2016 15:48,41.81973889,-87.61352089,"(41.819738889, -87.613520887)"
227510,10237814,HY257184,5/12/2015 10:24,007XX E 47TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,221,2,4,38,18,1182160,1874015,2015,5/12/2016 15:48,41.80951902,-87.60738495,"(41.809519024, -87.607384952)"
227532,10237824,HY257219,5/12/2015 13:49,047XX S WABASH AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,224,2,3,38,18,1177516,1873541,2015,5/12/2016 15:48,41.80832471,-87.62443255,"(41.808324708, -87.624432552)"
227554,10237878,HY257225,5/12/2015 11:36,0000X E 36TH PL,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,213,2,3,35,18,1177674,1880986,2015,5/12/2016 15:48,41.82875084,-87.62362751,"(41.828750839, -87.623627513)"
227686,10237927,HY258406,5/13/2015 11:30,0000X S WHIPPLE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1124,11,28,27,18,1156165,1899698,2015,5/12/2016 15:48,41.88055914,-87.70203807,"(41.880559137, -87.702038065)"
227836,10237978,HY258747,5/13/2015 15:23,075XX S MARYLAND AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,624,6,6,69,18,1183205,1855301,2015,5/12/2016 15:48,41.75814185,-87.60413422,"(41.758141854, -87.60413422)"
227902,10238075,HY261081,5/15/2015 12:07,070XX S BISHOP ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,734,7,17,67,18,1167884,1858053,2015,5/12/2016 15:48,41.76603636,-87.66020511,"(41.766036357, -87.660205107)"
227968,10238105,HY261177,5/15/2015 10:45,020XX W 63RD ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,TRUE,FALSE,714,7,15,67,18,1164027,1862861,2015,5/12/2016 15:48,41.77931212,-87.67420734,"(41.77931212, -87.67420734)"
228139,10238118,HY261824,5/15/2015 19:05,016XX W 59TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,714,7,15,67,18,1166211,1865580,2015,5/12/2016 15:48,41.78672718,-87.6661232,"(41.786727181, -87.666123197)"
228292,10238130,HY262457,5/16/2015 9:27,059XX S HONORE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,714,7,15,67,18,1165036,1865263,2015,5/12/2016 15:48,41.78588223,-87.67044034,"(41.785882234, -87.67044034)"
228378,10238135,HY264524,5/17/2015 20:30,062XX S HONORE ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,714,7,15,67,18,1165090,1863304,2015,5/12/2016 15:48,41.78050534,-87.67029774,"(41.780505344, -87.670297735)"
228422,10239248,HY414985,9/8/2015 6:00,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING/PROPERTY,TRUE,FALSE,1654,16,41,76,18,1100088,1926079,2015,5/12/2016 15:48,41.95390047,-87.9074726,"(41.953900467, -87.907472601)"
228488,10239268,HY408476,9/3/2015 6:00,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,1154228,1895173,2015,5/12/2016 15:48,41.86818094,-87.70927139,"(41.868180939, -87.709271389)"
228575,10239279,HY262649,5/16/2015 12:38,039XX S CALUMET AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,213,2,3,38,18,1179079,1878972,2015,5/12/2016 15:48,41.8231923,-87.61853419,"(41.823192301, -87.61853419)"
228597,10239296,HY264282,5/17/2015 17:52,061XX S BISHOP ST,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,713,7,16,67,18,1167719,1864012,2015,5/12/2016 15:48,41.78239215,-87.66063904,"(41.782392152, -87.660639044)"
229058,10239319,HY265123,5/18/2015 11:38,059XX S MORGAN ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,GAS STATION,TRUE,FALSE,712,7,16,68,18,1170659,1865532,2015,5/12/2016 15:48,41.78649959,-87.64981588,"(41.786499587, -87.649815884)"
229167,10239335,HY265130,5/18/2015 11:16,059XX S JUSTINE ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,OTHER,TRUE,FALSE,713,7,15,67,18,1167026,1865245,2015,5/12/2016 15:48,41.78579051,-87.66314455,"(41.785790506, -87.663144545)"
229277,10510257,HZ251821,5/5/2016 2:30,082XX S MORGAN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,613,6,21,71,08B,1171084,1850103,2016,5/12/2016 15:50,41.74415121,-87.64870788,"(41.74415121, -87.648707883)"
229453,10510258,HZ251813,5/5/2016 1:35,098XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA GARAGE / OTHER PROPERTY,TRUE,FALSE,511,5,21,49,26,1178256,1840091,2016,5/12/2016 15:50,41.71651743,-87.62273193,"(41.716517432, -87.622731926)"
229561,10239357,HY259858,5/14/2015 12:04,066XX S HALSTED ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,723,7,6,68,18,1172118,1860614,2015,5/12/2016 15:48,41.77297208,-87.64461087,"(41.772972076, -87.644610871)"
230001,10239396,HY406072,9/1/2015 14:40,048XX S DREXEL BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,222,2,4,39,18,1183133,1873123,2015,5/12/2016 15:48,41.8070487,-87.60384397,"(41.807048697, -87.603843965)"
230657,10239411,HY392275,8/21/2015 20:20,068XX S MARSHFIELD AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,725,7,17,67,18,1166524,1859261,2015,5/12/2016 15:48,41.76938037,-87.66515559,"(41.769380367, -87.665155594)"
231201,10244264,HY256471,5/11/2015 18:30,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,TRUE,FALSE,1651,16,41,76,18,1100658,1934241,2015,5/12/2016 15:48,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
231374,10244271,HY251097,5/7/2015 16:41,054XX S HONORE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,932,9,16,61,18,1164943,1868575,2015,5/12/2016 15:48,41.79497274,-87.67068773,"(41.794972743, -87.670687727)"
